word,pos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
normal,JJ,Qualitative_Concept,B,NA,0,0,B
for,IN,Qualitative_Concept,B,NA,0,0,B
them,PRP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
grow,VB,NA,B,NA,0,0,B
a,DT,Intellectual_Product,I,NA,0,0,B
little,JJ,Intellectual_Product,I,NA,4,4,B
bite,NN,Injury_or_Poisoning,B,injury,0,0,B
respectively,RB,NA,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
body,NN,Anatomical_Structure,B,organ,2,0,B
),),NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
They,PRP,NA,B,NA,0,0,B
do,VBP,Finding,B,NA,0,0,B
not,RB,Finding,B,NA,4,5,B
cause,VB,Conceptual_Entity,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
any,DT,Qualitative_Concept,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
since,IN,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
find,VBP,Finding,B,NA,0,0,B
them,PRP,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
really,RB,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
not,RB,Finding,B,NA,4,5,B
pay,VB,Quantitative_Concept,B,NA,0,0,B
much,JJ,Quantitative_Concept,B,NA,0,0,B
attention,NN,Mental_Process,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
them,PRP,NA,B,NA,0,0,B
until,IN,Intellectual_Product,B,NA,0,0,B
now.To,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
sure,JJ,Finding,I,NA,0,0,B
",",",",NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
a,DT,Intellectual_Product,I,NA,0,0,B
full,JJ,Qualitative_Concept,B,NA,0,0,B
blood,NN,Finding,B,NA,2,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
urine,JJ,Finding,I,NA,0,0,B
scan,JJ,Diagnostic_Procedure,B,NA,4,8,B
and,CC,Idea_or_Concept,B,NA,2,0,B
everything,NN,NA,B,NA,0,0,B
come,VBP,Organic_Chemical,B,NA,0,0,B
back,RB,Body_Location_or_Region,B,organ,2,0,B
perfectly,RB,NA,B,NA,0,0,B
fine,JJ,Qualitative_Concept,B,NA,4,9,B
.,.,NA,B,NA,0,0,B
There,EX,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
no,DT,Qualitative_Concept,B,NA,0,0,B
history,NN,Qualitative_Concept,I,NA,0,0,B
of,IN,Qualitative_Concept,I,NA,0,0,B
lymphoma,NN,Neoplastic_Process,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
family,NN,Family_Group,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
yep,NN,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'A,JJ,NA,B,NA,0,0,B
small,JJ,Quantitative_Concept,B,NA,3,0,B
area,NN,Spatial_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
skin,JJ,Body_System,B,organ,2,0,B
tend,NN,NA,B,NA,2,0,B
to,TO,NA,B,NA,0,0,B
spread,VB,Qualitative_Concept,B,NA,4,7,B
outwards,NNS,Spatial_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
typically,RB,NA,B,NA,0,0,B
develop,VB,NA,B,NA,4,7,B
into,IN,Functional_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
round,NN,Spatial_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
red,JJ,Qualitative_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
inflame,JJ,NA,B,NA,4,7,B
patch,NN,Medical_Device,B,device,0,0,B
of,IN,NA,B,NA,0,0,B
skin,NN,Body_System,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
outer,NN,Spatial_Concept,B,NA,0,0,B
edge,NN,Spatial_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
more,JJR,Functional_Concept,B,NA,0,0,B
inflame,NN,NA,B,NA,4,7,B
and,CC,Idea_or_Concept,B,NA,4,7,I
scaly,NN,NA,B,NA,2,0,B
than,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
paler,NN,NA,B,NA,0,0,B
centre,NN,Spatial_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
So,RB,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
look,VBP,Organism_Attribute,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
ring,NN,Medical_Device,B,device,1,0,B
that,WDT,NA,B,NA,0,0,B
become,VBP,NA,B,NA,0,0,B
gradually,RB,NA,B,NA,0,0,B
larger,JJR,Quantitative_Concept,B,NA,4,7,B
.,.,NA,B,NA,0,0,B
Several,JJ,Quantitative_Concept,B,NA,0,0,B
patch,NN,Medical_Device,B,device,0,0,B
occur,NN,Activity,B,NA,0,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
body.The,NN,NA,B,NA,0,0,B
rash,NN,Sign_or_Symptom,B,symptom,1,0,B
be,VB,NA,B,NA,0,0,B
mildly,RB,Qualitative_Concept,B,NA,0,0,B
irritate,JJ,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
sometimes,VBZ,Temporal_Concept,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
very,RB,Qualitative_Concept,B,NA,4,0,B
itchy,JJ,Sign_or_Symptom,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,4,7,I
inflame,NN,NA,B,NA,4,7,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
Painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
ulcers,NNS,Disease_or_Syndrome,B,disease,3,0,B
in,IN,Spatial_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
inside,NN,Spatial_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
mouth,NN,Body_Space_or_Junction,B,NA,2,0,B
and,CC,Idea_or_Concept,B,NA,2,0,I
these,DT,Intellectual_Product,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
very,RB,Qualitative_Concept,B,NA,4,0,B
painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
They,PRP,NA,B,NA,0,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
last,JJ,Qualitative_Concept,B,NA,4,10,B
for,IN,Qualitative_Concept,B,NA,0,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
three,CD,Quantitative_Concept,B,NA,0,0,B
weeks,NNS,Temporal_Concept,B,NA,5,0,B
.,.,NA,B,NA,0,0,B
Ulcers,NNS,Disease_or_Syndrome,B,disease,0,0,B
be,VB,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
occur,VBP,Activity,B,NA,0,0,B
in,IN,Spatial_Concept,I,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
genital,JJ,Intellectual_Product,B,NA,0,0,B
region,NN,Spatial_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,I
be,VB,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
develop,VBP,NA,B,NA,4,7,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
in,IN,Spatial_Concept,I,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
joint,NN,Spatial_Concept,B,NA,2,0,I
",",",",NA,B,NA,0,0,B
most,RBS,Quantitative_Concept,B,NA,0,0,B
commonly,RB,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knees,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
or,CC,NA,B,NA,0,0,B
ankles,NNS,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
This,DT,Eukaryote,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
be,VB,NA,B,NA,0,0,B
associate,JJ,Qualitative_Concept,B,NA,0,0,B
with,IN,Qualitative_Concept,I,NA,0,0,B
swell,NN,Pathologic_Function,B,NA,1,0,B
and,CC,Idea_or_Concept,B,NA,2,0,I
increase,VB,Functional_Concept,B,NA,4,7,B
warmth,NN,Finding,B,NA,3,0,B
.,.,NA,B,NA,0,0,B
Sometimes,RB,Temporal_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
small,JJ,Quantitative_Concept,B,NA,2,0,B
joint,NN,Spatial_Concept,B,NA,2,0,I
in,IN,Spatial_Concept,I,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
hand,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
",",",",NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
wrist,NN,Body_Location_or_Region,B,organ,2,0,B
",",",",NA,B,NA,0,0,B
shoulder,NN,Body_Location_or_Region,B,organ,2,0,B
and,CC,Idea_or_Concept,B,NA,2,0,I
hips,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
affect,JJ,Mental_Process,B,NA,0,0,B
in,IN,Spatial_Concept,I,NA,0,0,B
a,DT,NA,B,NA,0,0,B
similar,JJ,Qualitative_Concept,B,NA,0,0,B
way,NN,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'Pain,NN,NA,B,NA,0,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knee,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
be,VB,NA,B,NA,0,0,B
felt,VBN,NA,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
front,NN,Functional_Concept,B,NA,4,1,B
of,IN,Spatial_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knee,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
",",",",NA,B,NA,0,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
kneecap,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
.,.,NA,B,NA,0,0,B
Often,RB,Temporal_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
exact,JJ,Biomedical_or_Dental_Material,B,device,4,7,B
site,NN,Qualitative_Concept,B,NA,0,0,B
of,IN,Spatial_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
not,RB,Functional_Concept,B,NA,4,5,B
be,VB,NA,B,NA,0,0,B
pinpoint,NN,NA,B,NA,0,0,B
;,:,NA,B,NA,0,0,B
instead,RB,NA,B,NA,2,0,B
the,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
be,VB,NA,B,NA,0,0,B
felt,VBN,NA,B,NA,0,0,B
vaguely,RB,NA,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
front,NN,Functional_Concept,B,NA,4,1,B
of,IN,Spatial_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knee.The,NN,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
come,NN,Finding,B,NA,0,0,B
and,CC,Finding,I,NA,2,0,B
go,VB,Finding,I,NA,0,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
typically,RB,NA,B,NA,0,0,B
worse,JJR,Finding,B,NA,0,0,B
when,WRB,Temporal_Concept,B,NA,0,0,B
go,VB,Finding,I,NA,0,0,B
up,RB,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
down,RB,Spatial_Concept,B,NA,0,0,B
stairs,NNS,Manufactured_Object,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
certain,JJ,Qualitative_Concept,B,NA,0,0,B
sport,NN,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
;,:,NA,B,NA,0,0,B
anything,NN,NA,B,NA,0,0,B
that,WDT,NA,B,NA,0,0,B
lead,VBP,Hazardous_or_Poisonous_Substance,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
Kneecap,NNP,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
be,VB,NA,B,NA,0,0,B
compress,VBN,Intellectual_Product,B,NA,0,0,B
against,IN,Qualitative_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
lower,JJR,Spatial_Concept,B,NA,4,1,B
part,NN,Spatial_Concept,B,NA,0,0,B
of,IN,Spatial_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
thigh,JJ,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
bone,NN,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
.,.,NA,B,NA,0,0,B
Also,RB,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
may,MD,Temporal_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
bring,VBG,Functional_Concept,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
by,IN,NA,B,NA,0,0,B
sit,NN,Finding,B,NA,0,0,B
still,RB,NA,B,NA,0,0,B
for,IN,Qualitative_Concept,B,NA,0,0,B
long,JJ,Qualitative_Concept,B,NA,0,0,B
periods,NNS,Organism_Function,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
For,IN,Qualitative_Concept,B,NA,0,0,B
example,NN,Conceptual_Entity,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
go,VBP,Finding,I,NA,0,0,B
to,TO,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
cinema,NN,Manufactured_Object,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
long,JJ,Qualitative_Concept,B,NA,0,0,B
drive.There,NN,NA,B,NA,0,0,B
may,MD,Temporal_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
grate,NN,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
grind,VB,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
feel,NN,Mental_Process,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
noise,NN,Phenomenon_or_Process,B,NA,0,0,B
when,WRB,Temporal_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knee,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
move,NN,Organism_Function,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
Sometimes,RB,Temporal_Concept,B,NA,0,0,B
there,EX,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
fullness,NN,Spatial_Concept,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
swell,VB,Pathologic_Function,B,NA,1,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
Kneecap,NNP,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'Hello,NN,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
24,CD,NA,B,NA,0,0,B
years,NNS,Temporal_Concept,B,NA,5,0,B
old,JJ,Temporal_Concept,B,NA,0,0,B
female,NN,Organism_Attribute,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
For,IN,Qualitative_Concept,B,NA,0,0,B
some,DT,Finding,B,NA,4,8,B
days,NNS,Finding,I,NA,5,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
fever,VBN,Intellectual_Product,I,NA,1,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
fever,NN,Intellectual_Product,I,NA,1,0,B
suddenly,RB,Finding,B,NA,0,0,B
go,VBP,NA,B,NA,0,0,B
upto,JJ,NA,B,NA,0,0,B
106,CD,NA,B,NA,0,0,B
degree,NN,Quantitative_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
severe,JJ,Sign_or_Symptom,B,symptom,4,2,B
headache,NN,Sign_or_Symptom,I,symptom,1,0,B
and,CC,Idea_or_Concept,B,NA,1,0,I
joint,JJ,Sign_or_Symptom,B,symptom,3,0,B
pain,NN,Sign_or_Symptom,I,symptom,3,0,I
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
vomit,VBP,Body_Substance,B,organ,1,0,B
2,CD,Finding,B,NA,0,0,B
to,TO,Finding,I,NA,0,0,B
3,CD,Finding,I,NA,0,0,B
time,NN,Finding,I,NA,5,0,B
a,DT,NA,B,NA,0,0,B
day,NN,Temporal_Concept,B,NA,5,0,B
.,.,NA,B,NA,0,0,B
Blood,NNP,Tissue,B,NA,0,0,B
come,NN,Organic_Chemical,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
white,JJ,Population_Group,B,NA,0,0,B
portion,NN,Spatial_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
eye,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'Hi,NN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
allergic,JJ,Functional_Concept,B,NA,3,0,B
to,TO,NA,B,NA,0,0,B
house,NN,Eukaryote,B,NA,0,0,B
dust,NN,Eukaryote,I,NA,0,0,B
mite,NN,Eukaryote,I,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
fur,NN,Manufactured_Object,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
hair,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
From,IN,Qualitative_Concept,B,NA,0,0,B
yesterday,NN,NA,B,NA,5,0,B
my,PRP$,NA,B,NA,0,0,B
eye,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
feel,VB,Mental_Process,B,NA,0,0,B
itchy,JJ,Sign_or_Symptom,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
gritty.The,JJ,NA,B,NA,0,0,B
eyelids,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
tend,VBP,NA,B,NA,2,0,B
to,TO,NA,B,NA,0,0,B
swell.There,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
burn,JJ,Injury_or_Poisoning,B,injury,0,0,B
feel,NN,Mental_Process,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
eye,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
wear,VBP,NA,B,NA,0,0,B
contact,JJ,Medical_Device,B,device,0,0,B
lens,NNS,Medical_Device,I,device,2,0,B
.,.,NA,B,NA,0,0,B
My,PRP$,NA,B,NA,0,0,B
eye,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
become,VB,NA,B,NA,0,0,B
too,RB,NA,B,NA,0,0,B
gluey,JJ,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
sticky,JJ,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
refer,VBN,Functional_Concept,B,NA,0,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
cpn,NN,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
psychiatrist,VB,Professional_or_Occupational_Group,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
mo,NN,NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
scar,NN,Pathologic_Function,B,NA,4,8,B
and,CC,Idea_or_Concept,B,NA,2,0,B
do,VBP,Qualitative_Concept,B,NA,0,0,B
not,RB,Qualitative_Concept,I,NA,4,5,B
know,VB,Qualitative_Concept,I,NA,0,0,B
what,WP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
expect,VB,Idea_or_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
do,VBP,Qualitative_Concept,B,NA,0,0,B
not,RB,Qualitative_Concept,I,NA,4,5,B
know,VB,Qualitative_Concept,I,NA,0,0,B
if,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
bipolar,JJ,Spatial_Concept,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
I,PRP,NA,B,NA,0,0,B
become,VBP,NA,B,NA,0,0,B
'high,JJ,NA,B,NA,0,0,B
',POS,NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
try,VBP,NA,B,NA,0,0,B
two,CD,Quantitative_Concept,B,NA,0,0,B
different,JJ,Qualitative_Concept,B,NA,0,0,B
ADs,NNP,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
200mg,CD,NA,B,NA,0,0,B
quetiapine,NN,Pharmacologic_Substance,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
what,WP,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
now,RB,Temporal_Concept,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
feel,JJ,Mental_Process,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
want,VBP,NA,B,NA,4,8,B
to,TO,NA,B,NA,0,0,B
cancel,VB,Qualitative_Concept,B,NA,3,0,B
my,PRP$,NA,B,NA,0,0,B
appointments,NNS,Idea_or_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
stop,VB,Temporal_Concept,B,NA,0,0,B
take,VB,Health_Care_Activity,B,medication,0,0,B
my,PRP$,NA,B,NA,0,0,B
meds,NNS,NA,B,NA,0,0,B
because,IN,NA,B,NA,0,0,B
what,WP,NA,B,NA,0,0,B
if,IN,NA,B,NA,0,0,B
there,EX,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
not,RB,Qualitative_Concept,I,NA,4,5,B
anything,NN,NA,B,NA,0,0,B
wrong,JJ,Qualitative_Concept,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
I,PRP,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
need,VBP,Qualitative_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
learn,VB,Mental_Process,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
cope,VB,Pharmacologic_Substance,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
life,NN,Idea_or_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
bite,NN,Injury_or_Poisoning,B,injury,0,0,B
better,RBR,Qualitative_Concept,B,NA,0,0,B
?,.,NA,B,NA,0,0,B
:,:,NA,B,NA,0,0,B
(,(,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
these,DT,Intellectual_Product,B,NA,0,0,B
horrendous,JJ,NA,B,NA,0,0,B
low,NN,Qualitative_Concept,B,NA,4,4,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
complete,JJ,Qualitative_Concept,B,NA,0,0,B
meltdown,NN,NA,B,NA,0,0,B
every,DT,Intellectual_Product,B,NA,4,0,B
so,RB,NA,B,NA,0,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
then,RB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
seem,VBP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
snap,VB,Biomedical_or_Dental_Material,B,device,0,0,B
out,IN,Spatial_Concept,B,NA,3,0,B
of,IN,NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
drop,NN,Quantitative_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
hat,NN,Manufactured_Object,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Mental_Process,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
bite,NN,Injury_or_Poisoning,B,injury,0,0,B
of,IN,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
fraud,NN,Social_Behavior,B,NA,0,0,B
